fraction,seed,n_train_images,n_train_groups,best_epoch,val_loss,val_macro_f1,val_accuracy,test_accuracy,test_macro_f1,test_per_class_f1_0,test_per_class_f1_1,test_per_class_f1_2,test_per_class_f1_3,test_per_class_f1_4,test_per_class_f1_5
1.0,42,4823,3602,5,1.4502782344818115,0.24374989268355338,0.29174664107485604,0.325,0.2713938721669052,0.16842105263157894,0.4860557768924303,0.19310344827586207,0.313953488372093,0.31868131868131866,0.14814814814814814
